group,No.Genome,No.species,来源*,Species,Ploidy,Filename,annotation_file,Accession name,Order,Family,Clade,APG IV,Chromosome-level,Publish year,Publication,PMID/DOI,Estimated genome size (Mb),Assembled genomesize(Mb),Predicted gene number,Scaffold N50 size (Kb),Contig N50 size(Kb),Sequencing platform,Sequencing platform classification,Country/institution,HiC for scaffoldng,Software of contig assembly,Software of polishing,Software of scaffloding,Software of  HiC scaffoldng,T2T/Pan-genome,Genome links,Annotation links,genome_path,annotation_path
原始数据可用,1247,212,???????,Sorghum purpureosericeum,NA,GCA_964647645.1_SpuB_v1.0_genomic.fna.gz,Sorghum_purpureosericeum_GCA_964647645.1_SpuB_v1.0_genomic.gtf,SpuB_v1.0,Poales,Poaceae,Commelinids,Monocots,no,2025/12/7,NA,GCA_964647645.1,NA,2820.353469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/964/647/Sorghum_purpureosericeum_monocots_SpuB_v1.0_GCA_964647645.1/GCA_964647645.1_SpuB_v1.0_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_964647645.1_SpuB_v1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf3/Sorghum_purpureosericeum/Sorghum_purpureosericeum_GCA_964647645.1_SpuB_v1.0_genomic.gtf
原始数据可用,1248,213,???????,Sorghum virgatum,NA,GCA_051168655.1_Sorghum_virgatum_1.0_genomic.fna.gz,Sorghum_virgatum_GCA_051168655.1_Sorghum_virgatum_1.0_genomic.gtf,Sorghum_virgatum_1.0,Poales,Poaceae,Commelinids,Monocots,yes,2025/7/1,NA,GCA_051168655.1,NA,781.40328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/051/168/Sorghum_virgatum_monocots_Sorghum_virgatum_1.0_GCA_051168655.1/GCA_051168655.1_Sorghum_virgatum_1.0_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_051168655.1_Sorghum_virgatum_1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Sorghum_virgatum/Sorghum_virgatum_GCA_051168655.1_Sorghum_virgatum_1.0_genomic.gtf
原始数据可用,1249,214,??????,Spartina alterniflora,NA,GWHCBIM00000000.genome.fasta.gz,GWHCBIM00000000.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/1/13,Plant Communications,10.1016/j.xplc.2024.100820,1710,1630,73711,NA,28250,PacBio;ONT,ONT,China,yes,Hifiasm,NA,NA,LACHESIS,no,https://ngdc.cncb.ac.cn/gwh/Assembly/37820/show,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHCBIM00000000.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GWHCBIM00000000.gff.gz
Huada_FTP_update,1251,215,??????,Spinifex sericeus,diploid,GCA_055683245.1_SpSer_hap2_1.0_genomic.fna.gz,Spinifex_sericeus_GCA_055683245.1_SpSer_hap2_1.0_genomic.gtf,haplotype2,Poales,Poaceae,Commelinids,Monocots,yes,2026/2/27,Genome Biology and Evolution,10.1093/gbe/evag044,2600(all),2039,47400,232667,186000,PacBio;ONT;Illumina,HiFi;ONT ultra long,Australia,yes,Hifiasm,NA,YaHS,YaHS;HiC?Pro,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Spinifex_sericeus/GCA_055683245.1_SpSer_hap2_1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Spinifex_sericeus/Spinifex_sericeus_GCA_055683245.1_SpSer_hap2_1.0_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Spinifex_sericeus/GCA_055683245.1_SpSer_hap2_1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Spinifex_sericeus/Spinifex_sericeus_GCA_055683245.1_SpSer_hap2_1.0_genomic.gtf
Huada_FTP_update,1252,216,???????,Spodiopogon sagittifolius,NA,GCA_040448445.1_Spodiopogon_sagittifolius_genomic.fna.gz,Spodiopogon_sagittifolius_GCA_040448445.1_Spodiopogon_sagittifolius_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/7/2,NA,GCA_040448445.1,NA,815.1433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Spodiopogon_sagittifolius/GCA_040448445.1_Spodiopogon_sagittifolius_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Spodiopogon_sagittifolius/Spodiopogon_sagittifolius_GCA_040448445.1_Spodiopogon_sagittifolius_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Spodiopogon_sagittifolius/GCA_040448445.1_Spodiopogon_sagittifolius_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Spodiopogon_sagittifolius/Spodiopogon_sagittifolius_GCA_040448445.1_Spodiopogon_sagittifolius_genomic.gtf
原始数据可用,1254,217,???????,Sporobolus alterniflorus,NA,GCA_048128665.1_ASM4812866v1_genomic.fna.gz,Sporobolus_alterniflorus_GCA_048128665.1_ASM4812866v1_genomic.gtf,ASM4812866v1,Poales,Poaceae,Commelinids,Monocots,yes,2025/2/28,NA,GCA_048128665.1,NA,1698.702275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/048/128/Sporobolus_alterniflorus_smooth_cordgrass_ASM4812866v1_GCA_048128665.1/GCA_048128665.1_ASM4812866v1_genomic.fna.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_048128665.1_ASM4812866v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Plant_gtf/Sporobolus_alterniflorus/Sporobolus_alterniflorus_GCA_048128665.1_ASM4812866v1_genomic.gtf
Huada_FTP_update,1256,218,??????,Sporobolus maritimus,tetraploid,GCA_965119375.1_Sporobolus_maritimus_v1.0_genomic.fna.gz,Sporobolus_maritimus_GCA_965119375.1_Sporobolus_maritimus_v1.0_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2025/2/26,Nature Communications,10.1038/s41467-025-56983-8,1795,1595,79568,NA,34700,ONT;Illumina,Othre TGS,France,no,Flye,Racon;Pilon;Hapo-G,Bionano Solve,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Sporobolus_maritimus/GCA_965119375.1_Sporobolus_maritimus_v1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Sporobolus_maritimus/Sporobolus_maritimus_GCA_965119375.1_Sporobolus_maritimus_v1.0_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Sporobolus_maritimus/GCA_965119375.1_Sporobolus_maritimus_v1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Sporobolus_maritimus/Sporobolus_maritimus_GCA_965119375.1_Sporobolus_maritimus_v1.0_genomic.gtf
UTR-HUADA问题,1257,219,统计条目,Sporobolus pyramidalis,hexaploid,Sporobolus_pyramidalis.fa,PRODUCTION_91_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2022/2/1,PNAS,10.1073/pnas.2118886119,1826,1055,51207,21600,NA,PacBio;Illumina,Other TGS,Mexico,yes,Meraculous,NA,HiRise,HiRise,no,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/Sporobolus_pyramidalis.fa,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_91_result.gtf
UTR-HUADA问题,1258,220,统计条目,Sporobolus stapfianus,tetraploid,Sporobolus_stapfianus_Resurrection_Grass.fa,PRODUCTION_92_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2022/2/1,PNAS,10.1073/pnas.2118886119,1354,1080,52808,19400,NA,PacBio;Illumina,Other TGS,Mexico,yes,Meraculous,NA,HiRise,HiRise,no,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/Sporobolus_stapfianus_Resurrection_Grass.fa,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_92_result.gtf
非UTR-缺注释,1259,221,统计条目,Stenotaphrum secundatu,diploid,Ssecundatumvar_RaleighHap1_961_v1.fa.gz,PRODUCTION_62_result.gtf,Raleigh'_primary haplotype,Poales,Poaceae,Commelinids,Monocots,yes,2026/3/23,The Plant Genome,10.1002/tpg2.70144,500,455.27,33836,53133,12064,PacBio;Illumina,HiFi,USA,yes,Hifiasm;HiCanu,Pilon,ALLMAPS,Juicer;3D-DNA,no,/mnt/rice/data/Poaceae_Fan_longjiang/genome/Ssecundatumvar_RaleighHap1_961_v1.fa.gz,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/Ssecundatumvar_RaleighHap1_961_v1.fa.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_62_result.gtf
Huada_FTP_update,1260,222,??????,Stipa capillata,NA,GCA_019208055.1_TSU_Scap_1_genomic.fna.gz,Stipa_capillata_GCA_019208055.1_TSU_Scap_1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2021/7/28,Scientific Reports,10.1038/s41598-021-94068-w,1000,1004,81224,NA,351,PacBio;Illumina,Other TGS,Poland,no,Flye;Falcon,NA,RagTag,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Stipa_capillata/GCA_019208055.1_TSU_Scap_1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Stipa_capillata/Stipa_capillata_GCA_019208055.1_TSU_Scap_1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Stipa_capillata/GCA_019208055.1_TSU_Scap_1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Stipa_capillata/Stipa_capillata_GCA_019208055.1_TSU_Scap_1_genomic.gtf
Huada_FTP_update,1261,223,???????,Stipagrostis hirtigluma subsp. patula,NA,GCA_050613795.1_ASM5061379v1_genomic.fna.gz,Stipagrostis_hirtigluma_subsp._patula_GCA_050613795.1_ASM5061379v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2025/5/29,NA,GCA_050613795.1,NA,612.2239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Stipagrostis_hirtigluma_subsp._patula/GCA_050613795.1_ASM5061379v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Stipagrostis_hirtigluma_subsp._patula/Stipagrostis_hirtigluma_subsp._patula_GCA_050613795.1_ASM5061379v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Stipagrostis_hirtigluma_subsp._patula/GCA_050613795.1_ASM5061379v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Stipagrostis_hirtigluma_subsp._patula/Stipagrostis_hirtigluma_subsp._patula_GCA_050613795.1_ASM5061379v1_genomic.gtf
UTR-HUADA问题,1262,224,补充条目,Streptochaeta angustifolia,NA,GCA_020804685.1_ISU_Sangustifolia_v1_genomic.fna.gz,PRODUCTION_103_result.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2021/11/8,NA,GCA_020804685.1,NA,1797.8475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_020804685.1_ISU_Sangustifolia_v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_103_result.gtf
Huada_FTP_update,1263,225,???????,Themeda triandra,NA,GCA_018135685.1_ASM1813568v1_genomic.fna.gz,Themeda_triandra_GCA_018135685.1_ASM1813568v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2021/4/26,NA,GCA_018135685.1,NA,889.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Themeda_triandra/GCA_018135685.1_ASM1813568v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Themeda_triandra/Themeda_triandra_GCA_018135685.1_ASM1813568v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Themeda_triandra/GCA_018135685.1_ASM1813568v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Themeda_triandra/Themeda_triandra_GCA_018135685.1_ASM1813568v1_genomic.gtf
原始数据可用,1265,226,??????,Thinopyrum elongatum,diploid,GWHABKY00000000.genome.fasta.gz,GWHABKY00000000.gff.gz,NA,Poales,Poaceae,Commelinids,Monocots,yes,2020/4/20,Science,32273397,4780,4580,44474,73240,2150,Illumina;PacBio,Other TGS,China,yes,DeNovoMAGIC,NA,NA,NA,no,https://ngdc.cncb.ac.cn/search/?dbId=gwh&q=GWHABKY00000000&page=1,https://figshare.10.6084/m9.figshare.28869197,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHABKY00000000.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GWHABKY00000000.gff.gz
Huada_FTP_update,1266,227,??????,Thinopyrum intermedium,hexaploid,GCA_050657015.1_SDAU_Thin_1.0_genomic.fna.gz,Thinopyrum_intermedium_GCA_050657015.1_SDAU_Thin_1.0_genomic.gtf,PI 440031,Poales,Poaceae,Commelinids,Monocots,yes,2025/8/18,Nature Communications,10.1038/s41467-025-66583-1,11750,10890,133758 ,495770,NA,PacBio,HiFi,China,yes,Hifiasm,NA,ALLHIC,ALLHIC,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Thinopyrum_intermedium/GCA_050657015.1_SDAU_Thin_1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Thinopyrum_intermedium/Thinopyrum_intermedium_GCA_050657015.1_SDAU_Thin_1.0_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Thinopyrum_intermedium/GCA_050657015.1_SDAU_Thin_1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Thinopyrum_intermedium/Thinopyrum_intermedium_GCA_050657015.1_SDAU_Thin_1.0_genomic.gtf
Huada_FTP_update,1268,228,???????,Thinopyrum obtusiflorum,NA,GCA_036873465.1_4AgS_genomic.fna.gz,Thinopyrum_obtusiflorum_GCA_036873465.1_4AgS_genomic.gtf,4AgS,Poales,Poaceae,Commelinids,Monocots,no,2024/2/26,NA,GCA_036873465.1,NA,239.720355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Thinopyrum_obtusiflorum/GCA_036873465.1_4AgS_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Thinopyrum_obtusiflorum/Thinopyrum_obtusiflorum_GCA_036873465.1_4AgS_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Thinopyrum_obtusiflorum/GCA_036873465.1_4AgS_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Thinopyrum_obtusiflorum/Thinopyrum_obtusiflorum_GCA_036873465.1_4AgS_genomic.gtf
Huada_FTP_update,1269,229,??????,Thyrsostachys siamensis,hexaploid,GCA_051168815.1_ASM5116881v1_genomic.fna.gz,Thyrsostachys_siamensis_GCA_051168815.1_ASM5116881v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,yes,2025/11/17,GigaScience,10.1093/gigascience/giaf142,1247,1140,59683 ,1945,320,BGI,Other TGS,Thailand,yes,stLFRdenovo,NA,RagTag,HiRise;BWA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Thyrsostachys_siamensis/GCA_051168815.1_ASM5116881v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Thyrsostachys_siamensis/Thyrsostachys_siamensis_GCA_051168815.1_ASM5116881v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Thyrsostachys_siamensis/GCA_051168815.1_ASM5116881v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Thyrsostachys_siamensis/Thyrsostachys_siamensis_GCA_051168815.1_ASM5116881v1_genomic.gtf
UTR-HUADA问题,1270,230,补充条目,Thysanolaena latifolia,NA,GWHFHFW00000000.1.genome.fasta.gz,PRODUCTION_85_result.gtf,"Asian broom grass, tiger grass",Poales,Poaceae,Commelinids,Monocots,yes,2024/11/7,NA,GWHFHFW00000000.1,NA,713.2084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHFHFW00000000.1.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/PRODUCTION_85_result.gtf
Huada_FTP_update,1271,231,???????,Tripidium arundinaceum,NA,GCA_030439765.1_ASM3043976v1_genomic.fna.gz,Tripidium_arundinaceum_GCA_030439765.1_ASM3043976v1_genomic.gtf,NA,Poales,Poaceae,Commelinids,Monocots,no,2023/7/12,NA,GCA_030439765.1,NA,70.8896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Tripidium_arundinaceum/GCA_030439765.1_ASM3043976v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Tripidium_arundinaceum/Tripidium_arundinaceum_GCA_030439765.1_ASM3043976v1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Tripidium_arundinaceum/GCA_030439765.1_ASM3043976v1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Tripidium_arundinaceum/Tripidium_arundinaceum_GCA_030439765.1_ASM3043976v1_genomic.gtf
原始数据可用,1292,232,??????,Triticum aestivum,hexaploid,GWHEQUO00000000.genome.fasta.gz,GWHEQUO00000000.gff.gz,JM44,Poales,Poaceae,Commelinids,Monocots,yes,2026/5/7,Nature Plants,10.1038/s41477-026-02288-7,14900,14440,269249,721150,43050,PacBio;Illumina,HiFi,China,yes,Hifiasm,pbmm2;BWA,3D-DNA,NA,no,https://download.cncb.ac.cn/gwh/Plants/Triticum_aestivum_JM44_v1.0_GWHEQUO00000000/GWHEQUO00000000.genome.fasta.gz,https://download.cncb.ac.cn/gwh/Plants/Triticum_aestivum_JM44_v1.0_GWHEQUO00000000/GWHEQUO00000000.gff.gz,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHEQUO00000000.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GWHEQUO00000000.gff.gz
Huada_FTP_update,1298,233,???????,Triticum dicoccoides,NA,GCA_002162155.3_WEW_v2.1_genomic.fna.gz,Triticum_dicoccoides_GCA_002162155.3_WEW_v2.1_genomic.gtf,WEW_v2.1,Poales,Poaceae,Commelinids,Monocots,yes,2019/2/4,NA,GCF_002162155.2,NA,10677.09775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Triticum_dicoccoides/GCA_002162155.3_WEW_v2.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Triticum_dicoccoides/Triticum_dicoccoides_GCA_002162155.3_WEW_v2.1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Triticum_dicoccoides/GCA_002162155.3_WEW_v2.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Triticum_dicoccoides/Triticum_dicoccoides_GCA_002162155.3_WEW_v2.1_genomic.gtf
原始数据可用,1316,234,??????,Triticum monococcum,diploid,GWHCBHO00000000.1.genome.fasta.gz,GWHCBHO00000000.1.gff.gz,PI 306540,Poales,Poaceae,Commelinids,Monocots,yes,2023/11/17,Plant Communications,10.1016/j.xplc.2023.100768,5280,5110,53168,728660,131200,PacBio;Illumina,HiFi,China,yes,Hifiasm,NA,3D-DNA,3D-DNA,T2T,https://ngdc.cncb.ac.cn/search/?dbId=gwh&q=PRJCA016389&page=1,https://doi.org/10.6084/m9.figshare.25282654,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GWHCBHO00000000.1.genome.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GWHCBHO00000000.1.gff.gz
原始数据可用,1320,235,??????,Triticum timopheevii,allotetraploid,Timopheevii.final.pm.oriented.fasta.gz,Timopheevii.final.pm.oriented.gff3,NA,Poales,Poaceae,Commelinids,Monocots,yes,2024/4/23,Scientific Data,10.1038/s41597-024-03260-w,9460,9350,166325,671191,42400,PacBio,HiFi,UK,yes,Hifiasm,NA,SALSA,NA,no,https://doi.org/10.5061/dryad.mpg4f4r6p,https://doi.org/10.5061/dryad.mpg4f4r6p,/mnt/rice/data/Poaceae_Fan_longjiang/genome/Timopheevii.final.pm.oriented.fasta.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/Timopheevii.final.pm.oriented.gff3
Huada_FTP_update,1322,236,??????,Triticum turgidum,tetraploid,GCA_051168695.1_HAU_Langdon_genomic.fna.gz,Triticum_turgidum_GCA_051168695.1_HAU_Langdon_genomic.gtf,ssp.durum cultivar Langdon,Poales,Poaceae,Commelinids,Monocots,yes,2025/8/6,Scientific Data,10.1038/s41597-025-05724-z,11020,10470,68342 ,751300,41180,PacBio,HiFi,China,yes,Hifiasm,SMRT-Link,NA,Juicer,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Triticum_turgidum/GCA_051168695.1_HAU_Langdon_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Triticum_turgidum/Triticum_turgidum_GCA_051168695.1_HAU_Langdon_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Triticum_turgidum/GCA_051168695.1_HAU_Langdon_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Triticum_turgidum/Triticum_turgidum_GCA_051168695.1_HAU_Langdon_genomic.gtf
Huada_FTP_update,1324,237,??????,Triticum urartu,diploid,GCA_003073215.2_Tu2.1_genomic.fna.gz,Triticum_urartu_GCA_003073215.2_Tu2.1_genomic.gtf,update G1812,Poales,Poaceae,Commelinids,Monocots,yes,2018/5/9,Nature,29743678,4940,4940,41507,3670,344,Illumina;PacBio,Other TGS,China,no,MaSuRCA;Celera Assembler,NA,SSPACE,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Triticum_urartu/GCA_003073215.2_Tu2.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Triticum_urartu/Triticum_urartu_GCA_003073215.2_Tu2.1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Triticum_urartu/GCA_003073215.2_Tu2.1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Triticum_urartu/Triticum_urartu_GCA_003073215.2_Tu2.1_genomic.gtf
Huada_FTP_update,1326,238,??????,Tuctoria greenei,diploid,GCA_036927565.1_lpTucGree1.0.hap1_genomic.fna.gz,Tuctoria_greenei_GCA_036927565.1_lpTucGree1.0.hap1_genomic.gtf,haplotype 1,Poales,Poaceae,Commelinids,Monocots,yes,2025/10/22,Journal of  Heredity,10.1093/jhered/esaf084,NA,2595.92,33566 (diploid),216090,3223,PacBio,Other TGS,USA,yes,Hifiasm,NA,SALSA,SALSA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Tuctoria_greenei/GCA_036927565.1_lpTucGree1.0.hap1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Tuctoria_greenei/Tuctoria_greenei_GCA_036927565.1_lpTucGree1.0.hap1_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Tuctoria_greenei/GCA_036927565.1_lpTucGree1.0.hap1_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Tuctoria_greenei/Tuctoria_greenei_GCA_036927565.1_lpTucGree1.0.hap1_genomic.gtf
原始数据可用,1327,239,???????,Urochloa decumbens,NA,GCA_964030465.3_lpUroDecu1.2_genomic.fna.gz,GCA_964030465.3_lpUroDecu1.2_genomic.gff.gz,lpUroDecu1.2,Poales,Poaceae,Commelinids,Monocots,yes,2024/10/28,NA,GCA_964030465.3,NA,2879.772915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/964/030/Urochloa_decumbens_monocots_lpUroDecu1.2_GCA_964030465.3/GCA_964030465.3_lpUroDecu1.2_genomic.fna.gz,https://download.cncb.ac.cn/assembly/ncbi/Plants/GCA/964/030/Urochloa_decumbens_monocots_lpUroDecu1.2_GCA_964030465.3/GCA_964030465.3_lpUroDecu1.2_genomic.gff.gz,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_964030465.3_lpUroDecu1.2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GCA_964030465.3_lpUroDecu1.2_genomic.gff.gz
原始数据可用,1328,240,??????,Urochloa humidicola,octoploid,GCA_965614515.1_Urohumi_v2_genomic.fna.gz,GCA_965614515.1_Urohumi_v2_genomic.gff.gz,cv. Tully/'Pasto humidicola' / 'Chetumal',Poales,Poaceae,Commelinids,Monocots,yes,2026/2/12,G3-Genes Genomes Genetics,10.1093/g3journal/jkag033,4100,4102,259254,88436,32755,PacBio,HiFi,UK,no,Hifiasm,NA,RagTag,NA,no,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/614/515/GCA_965614515.1_Urohumi_v2/GCA_965614515.1_Urohumi_v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/614/515/GCA_965614515.1_Urohumi_v2/GCA_965614515.1_Urohumi_v2_genomic.gff.gz,/mnt/rice/data/Poaceae_Fan_longjiang/genome/GCA_965614515.1_Urohumi_v2_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/annotation/GCA_965614515.1_Urohumi_v2_genomic.gff.gz
Huada_FTP_update,1329,241,??????,Urochloa ruziziensis,NA,GCA_015476505.1_Embrapa_Uruz_1.0_genomic.fna.gz,Urochloa_ruziziensis_GCA_015476505.1_Embrapa_Uruz_1.0_genomic.gtf,CIAT26162,Poales,Poaceae,Commelinids,Monocots,no,2020/10/16,Journal of Experimental Botany,33064149,604,732,42232,27.8,NA,Illumina;PacBio,Other TGS,Colombia,no,Platanus,NA,Platanus,NA,no,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Urochloa_ruziziensis/GCA_015476505.1_Embrapa_Uruz_1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Urochloa_ruziziensis/Urochloa_ruziziensis_GCA_015476505.1_Embrapa_Uruz_1.0_genomic.gtf,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Urochloa_ruziziensis/GCA_015476505.1_Embrapa_Uruz_1.0_genomic.fna.gz,/mnt/rice/data/Poaceae_Fan_longjiang/huada_update/Urochloa_ruziziensis/Urochloa_ruziziensis_GCA_015476505.1_Embrapa_Uruz_1.0_genomic.gtf
